Date,Time(seconds),Detector Id,Flow(Q) veh/hr,Occupancy
10/26/2015,24480,K3D20,800,0.10944445
10/26/2015,24660,K3D20,840,0.12222222
10/26/2015,24840,K3D20,640,0.094999999
10/26/2015,25020,K3D20,820,0.11944444
10/26/2015,25200,K3D20,640,0.094999999
10/26/2015,25380,K3D20,820,0.11222222
10/26/2015,25560,K3D20,620,0.090000004
10/26/2015,25740,K3D20,800,0.11055555
10/26/2015,25920,K3D20,600,0.086666666
10/26/2015,26100,K3D20,620,0.092222221
10/26/2015,26280,K3D20,740,0.115
10/26/2015,26460,K3D20,840,0.13500001
10/26/2015,26640,K3D20,740,0.13388889
10/26/2015,26820,K3D20,940,0.16111112
10/26/2015,27000,K3D20,840,0.145
10/26/2015,27180,K3D20,1060,0.14555556
10/26/2015,27360,K3D20,800,0.13277778
10/26/2015,27540,K3D20,680,0.085000001
10/26/2015,27720,K3D20,880,0.12666667
10/26/2015,27900,K3D20,820,0.13333334
10/26/2015,28080,K3D20,820,0.11
10/26/2015,28260,K3D20,680,0.10222222
10/26/2015,28440,K3D20,580,0.077777781
10/26/2015,28620,K3D20,700,0.10833333
10/26/2015,28800,K3D20,860,0.11055555
10/26/2015,28980,K3D20,640,0.089444444
10/26/2015,29160,K3D20,740,0.10166667
10/26/2015,29340,K3D20,760,0.10777777
10/26/2015,29520,K3D20,840,0.15666667
10/26/2015,29700,K3D20,860,0.12166667
10/26/2015,29880,K3D20,620,0.076666668
10/26/2015,30060,K3D20,700,0.12055556
10/26/2015,30240,K3D20,720,0.10722222
10/26/2015,30420,K3D20,700,0.11611111
10/26/2015,30600,K3D20,860,0.125
10/26/2015,30780,K3D20,720,0.11222222
10/26/2015,30960,K3D20,760,0.12277777
10/26/2015,31140,K3D20,700,0.098888889
10/26/2015,31320,K3D20,640,0.10833333
10/26/2015,31500,K3D20,800,0.11833333
10/26/2015,31680,K3D20,780,0.11611111
10/26/2015,31860,K3D20,760,0.14444445
10/26/2015,32040,K3D20,720,0.12055556
10/26/2015,32220,K3D20,620,0.098888889
10/26/2015,32400,K3D20,460,0.063333333
10/26/2015,32580,K3D20,480,0.077777781
10/26/2015,32760,K3D20,620,0.087222219
10/26/2015,32940,K3D20,600,0.083333336
10/26/2015,33120,K3D20,520,0.07333333
10/26/2015,33300,K3D20,380,0.05111111
10/26/2015,33480,K3D20,540,0.077222221
10/26/2015,33660,K3D20,780,0.12
10/26/2015,33840,K3D20,700,0.11055555
10/26/2015,34020,K3D20,760,0.12944445
10/26/2015,34200,K3D20,760,0.10777777
10/26/2015,34380,K3D20,400,0.067777775
10/26/2015,34560,K3D20,780,0.10277778
10/26/2015,34740,K3D20,620,0.10388889
10/26/2015,34920,K3D20,540,0.077222221
10/26/2015,35100,K3D20,560,0.083333336
10/26/2015,35280,K3D20,680,0.093888886
10/26/2015,35460,K3D20,800,0.11
10/26/2015,35640,K3D20,560,0.075000003
10/26/2015,35820,K3D20,580,0.091111109
10/26/2015,36000,K3D20,500,0.077222221
10/26/2015,36180,K3D20,560,0.081666663
10/26/2015,36360,K3D20,680,0.094999999
10/26/2015,36540,K3D20,680,0.091666669
10/26/2015,36720,K3D20,660,0.098333336
10/26/2015,36900,K3D20,620,0.11222222
10/26/2015,37080,K3D20,860,0.13166666
10/26/2015,37260,K3D20,660,0.11111111
10/26/2015,37440,K3D20,780,0.11
10/26/2015,37620,K3D20,540,0.076111108
10/26/2015,37800,K3D20,560,0.079999998
10/26/2015,37980,K3D20,860,0.12388889
10/26/2015,38160,K3D20,640,0.081111111
10/26/2015,38340,K3D20,540,0.076111108
10/26/2015,38520,K3D20,620,0.099444441
10/26/2015,38700,K3D20,760,0.11888889
10/26/2015,38880,K3D20,580,0.088333331
10/26/2015,39060,K3D20,540,0.090000004
10/26/2015,39240,K3D20,660,0.11666667
10/26/2015,39420,K3D20,640,0.091666669
10/26/2015,39600,K3D20,460,0.056111112
10/26/2015,39780,K3D20,580,0.097777776
10/26/2015,39960,K3D20,760,0.11722222
10/26/2015,40140,K3D20,720,0.10666667
10/26/2015,40320,K3D20,640,0.095555559
10/26/2015,40500,K3D20,720,0.10444444
10/26/2015,40680,K3D20,680,0.094444446
10/26/2015,40860,K3D20,560,0.064444445
10/26/2015,41040,K3D20,560,0.077222221
10/26/2015,41220,K3D20,480,0.069444448
10/26/2015,41400,K3D20,540,0.082777776
10/26/2015,41580,K3D20,780,0.105
10/26/2015,41760,K3D20,660,0.095555559
10/26/2015,41940,K3D20,500,0.06666667
10/26/2015,42120,K3D20,760,0.098888889
10/26/2015,42300,K3D20,440,0.05111111
10/26/2015,42480,K3D20,540,0.094444446
10/26/2015,42660,K3D20,540,0.071111113
10/26/2015,42840,K3D20,700,0.10611111
10/26/2015,43020,K3D20,660,0.11
10/26/2015,43200,K3D20,760,0.10888889
10/26/2015,43380,K3D20,500,0.063888893
10/26/2015,43560,K3D20,640,0.087777779
10/26/2015,43740,K3D20,540,0.07388889
10/26/2015,43920,K3D20,520,0.058333334
10/26/2015,44100,K3D20,640,0.083888888
10/26/2015,44280,K3D20,640,0.105
10/26/2015,44460,K3D20,680,0.10444444
10/26/2015,44640,K3D20,620,0.086111113
10/26/2015,44820,K3D20,500,0.067777775
10/26/2015,45000,K3D20,680,0.090555556
10/26/2015,45180,K3D20,640,0.074444443
10/26/2015,45360,K3D20,660,0.090000004
10/26/2015,45540,K3D20,560,0.075555556
10/26/2015,45720,K3D20,740,0.10388889
10/26/2015,45900,K3D20,340,0.045000002
10/26/2015,46080,K3D20,700,0.10666667
10/26/2015,46260,K3D20,620,0.097222224
10/26/2015,46440,K3D20,440,0.06611111
10/26/2015,46620,K3D20,680,0.11
10/26/2015,46800,K3D20,640,0.090000004
10/26/2015,46980,K3D20,780,0.1
10/26/2015,47160,K3D20,420,0.068333335
10/26/2015,47340,K3D20,700,0.10944445
10/26/2015,47520,K3D20,640,0.115
10/26/2015,47700,K3D20,540,0.096111111
10/26/2015,47880,K3D20,700,0.1
10/26/2015,48060,K3D20,800,0.10333333
10/26/2015,48240,K3D20,720,0.10555556
10/26/2015,48420,K3D20,580,0.075555556
10/26/2015,48600,K3D20,620,0.079444446
10/26/2015,48780,K3D20,700,0.099444441
10/26/2015,48960,K3D20,720,0.14888889
10/26/2015,49140,K3D20,760,0.12888889
10/26/2015,49320,K3D20,860,0.12777779
10/26/2015,49500,K3D20,420,0.1
10/26/2015,49680,K3D20,540,0.069444448
10/26/2015,49860,K3D20,840,0.12388889
10/26/2015,50040,K3D20,700,0.13444445
10/26/2015,50220,K3D20,800,0.12777779
10/26/2015,50400,K3D20,680,0.084444441
10/26/2015,50580,K3D20,620,0.097222224
10/26/2015,50760,K3D20,780,0.10388889
10/26/2015,50940,K3D20,480,0.05888889
10/26/2015,51120,K3D20,800,0.10722222
10/26/2015,51300,K3D20,720,0.093333334
10/26/2015,51480,K3D20,600,0.086111113
10/26/2015,51660,K3D20,640,0.097777776
10/26/2015,51840,K3D20,620,0.081111111
10/26/2015,52020,K3D20,580,0.082222223
10/26/2015,52200,K3D20,540,0.07
10/26/2015,52380,K3D20,700,0.10722222
10/26/2015,52560,K3D20,840,0.145
10/26/2015,52740,K3D20,320,0.060555555
10/26/2015,52920,K3D20,620,0.099444441
10/26/2015,53100,K3D20,820,0.14333333
10/26/2015,53280,K3D20,720,0.12111111
10/26/2015,53460,K3D20,800,0.11388889
10/26/2015,53640,K3D20,820,0.11777778
10/26/2015,53820,K3D20,740,0.115
10/26/2015,54000,K3D20,500,0.10166667
10/26/2015,54180,K3D20,640,0.093333334
10/26/2015,54360,K3D20,680,0.090555556
10/26/2015,54540,K3D20,420,0.052222222
10/26/2015,54720,K3D20,720,0.10666667
10/26/2015,54900,K3D20,880,0.12611111
10/26/2015,55080,K3D20,640,0.084444441
10/26/2015,55260,K3D20,680,0.088333331
10/26/2015,55440,K3D20,520,0.078888886
10/26/2015,55620,K3D20,800,0.10833333
10/26/2015,55800,K3D20,820,0.13388889
10/26/2015,55980,K3D20,700,0.10222222
10/26/2015,56160,K3D20,760,0.11111111
10/26/2015,56340,K3D20,480,0.077777781
10/26/2015,56520,K3D20,920,0.15444444
10/26/2015,56700,K3D20,820,0.13222222
10/26/2015,56880,K3D20,720,0.11333334
10/26/2015,57060,K3D20,860,0.14833333
10/26/2015,57240,K3D20,740,0.11611111
10/26/2015,57420,K3D20,560,0.088888891
10/26/2015,57600,K3D20,720,0.10666667
10/26/2015,57780,K3D20,720,0.11944444
10/26/2015,57960,K3D20,840,0.12444445
10/26/2015,58140,K3D20,640,0.17222223
10/26/2015,58320,K3D20,740,0.14555556
10/26/2015,58500,K3D20,760,0.11777778
10/26/2015,58680,K3D20,740,0.105
10/26/2015,58860,K3D20,860,0.17666666
10/26/2015,59040,K3D20,640,0.40388888
10/26/2015,59220,K3D20,640,0.2
10/26/2015,59400,K3D20,700,0.20222223
10/26/2015,59580,K3D20,480,0.38055557
10/26/2015,59760,K3D20,820,0.19888888
10/26/2015,59940,K3D20,740,0.32888889
10/26/2015,60120,K3D20,640,0.45444444
10/26/2015,60300,K3D20,560,0.36500001
10/26/2015,60480,K3D20,520,0.18000001
10/26/2015,60660,K3D20,760,0.13611111
10/26/2015,60840,K3D20,640,0.30777779
10/26/2015,61020,K3D20,660,0.26555556
10/26/2015,61200,K3D20,740,0.33944446
10/26/2015,61380,K3D20,560,0.19666667
10/26/2015,61560,K3D20,800,0.17277777
10/26/2015,61740,K3D20,660,0.16111112
10/26/2015,61920,K3D20,740,0.20555556
10/26/2015,62100,K3D20,680,0.32722223
10/26/2015,62280,K3D20,800,0.20777778
10/26/2015,62460,K3D20,680,0.25999999
10/26/2015,62640,K3D20,820,0.13388889
10/26/2015,62820,K3D20,560,0.083888888
10/26/2015,63000,K3D20,700,0.13277778
10/26/2015,63180,K3D20,460,0.37388888
10/26/2015,63360,K3D20,600,0.37166667
10/26/2015,63540,K3D20,760,0.24944444
10/26/2015,63720,K3D20,580,0.33277777
10/26/2015,63900,K3D20,560,0.58833331
10/26/2015,64080,K3D20,760,0.12055556
10/26/2015,64260,K3D20,640,0.14388889
10/26/2015,64440,K3D20,660,0.28333333
10/26/2015,64620,K3D20,620,0.39944443
10/26/2015,64800,K3D20,660,0.12833333
10/26/2015,64980,K3D20,600,0.14944445
10/26/2015,65160,K3D20,720,0.13611111
10/26/2015,65340,K3D20,760,0.22777778
10/26/2015,65520,K3D20,740,0.46166667
10/26/2015,65700,K3D20,640,0.4561111
10/26/2015,65880,K3D20,720,0.38555557
10/26/2015,66060,K3D20,520,0.55222225
10/26/2015,66240,K3D20,540,0.55833334
10/26/2015,66420,K3D20,500,0.39777777
10/26/2015,66600,K3D20,600,0.14833333
10/26/2015,66780,K3D20,660,0.11888889
10/26/2015,66960,K3D20,700,0.17
10/26/2015,67140,K3D20,660,0.10611111
10/26/2015,67320,K3D20,720,0.13333334
10/26/2015,67500,K3D20,800,0.14
10/26/2015,67680,K3D20,540,0.074444443
10/26/2015,67860,K3D20,660,0.13500001
10/26/2015,68040,K3D20,620,0.075555556
10/26/2015,68220,K3D20,620,0.083333336
10/26/2015,68400,K3D20,600,0.081111111
10/26/2015,68580,K3D20,580,0.082777776
10/26/2015,68760,K3D20,740,0.089444444
10/26/2015,68940,K3D20,540,0.068888888
10/26/2015,69120,K3D20,700,0.090555556
10/26/2015,69300,K3D20,640,0.085555553
10/26/2015,69480,K3D20,540,0.065555558
10/26/2015,69660,K3D20,780,0.094999999
10/26/2015,69840,K3D20,580,0.071111113
10/26/2015,70020,K3D20,740,0.10222222
10/26/2015,70200,K3D20,680,0.086111113
10/26/2015,70380,K3D20,520,0.07
10/26/2015,70560,K3D20,500,0.072777778
10/26/2015,70740,K3D20,720,0.13611111
10/26/2015,70920,K3D20,420,0.050000001
10/26/2015,71100,K3D20,540,0.062222224
10/26/2015,71280,K3D20,500,0.056111112
10/26/2015,71460,K3D20,680,0.087222219
10/26/2015,71640,K3D20,560,0.07
10/26/2015,71820,K3D20,700,0.086111113
10/26/2015,72000,K3D20,480,0.057777777
10/26/2015,72180,K3D20,520,0.068888888
10/26/2015,72360,K3D20,580,0.077777781
10/26/2015,72540,K3D20,440,0.053888887
10/26/2015,72720,K3D20,500,0.058333334
10/26/2015,72900,K3D20,620,0.075000003
10/26/2015,73080,K3D20,440,0.056111112
10/26/2015,73260,K3D20,680,0.085000001
10/26/2015,73440,K3D20,500,0.059444446
10/26/2015,73620,K3D20,580,0.069444448
10/26/2015,73800,K3D20,480,0.057222221
10/26/2015,73980,K3D20,440,0.055
10/26/2015,74160,K3D20,500,0.062222224
10/26/2015,74340,K3D20,460,0.055555556
10/26/2015,74520,K3D20,620,0.075555556
10/26/2015,74700,K3D20,420,0.052222222
10/26/2015,74880,K3D20,300,0.039444443
10/26/2015,75060,K3D20,580,0.082777776
10/26/2015,75240,K3D20,700,0.078333333
10/26/2015,75420,K3D20,440,0.051666666
10/26/2015,75600,K3D20,540,0.065555558
10/26/2015,75780,K3D20,420,0.047222223
10/26/2015,75960,K3D20,440,0.052777778
10/26/2015,76140,K3D20,340,0.041111112
10/26/2015,76320,K3D20,440,0.047777779
10/26/2015,76500,K3D20,520,0.064444445
10/26/2015,76680,K3D20,460,0.057777777
10/26/2015,76860,K3D20,320,0.043333333
10/26/2015,77040,K3D20,520,0.064444445
10/26/2015,77220,K3D20,340,0.039999999
10/26/2015,77400,K3D20,560,0.063333333
10/26/2015,77580,K3D20,440,0.047222223
10/26/2015,77760,K3D20,540,0.063888893
10/26/2015,77940,K3D20,480,0.058333334
10/26/2015,78120,K3D20,360,0.03888889
10/26/2015,78300,K3D20,340,0.069444448
10/26/2015,78480,K3D20,400,0.052222222
10/26/2015,78660,K3D20,220,0.025555555
10/26/2015,78840,K3D20,420,0.055
10/26/2015,79020,K3D20,340,0.043888889
10/26/2015,79200,K3D20,440,0.052777778
10/26/2015,79380,K3D20,500,0.057222221
10/26/2015,79560,K3D20,460,0.051666666
10/26/2015,79740,K3D20,420,0.049444444
10/26/2015,79920,K3D20,460,0.056111112
10/26/2015,80100,K3D20,440,0.05111111
10/26/2015,80280,K3D20,420,0.050000001
10/26/2015,80460,K3D20,400,0.044444446
10/26/2015,80640,K3D20,340,0.035
10/26/2015,80820,K3D20,480,0.071111113
10/26/2015,81000,K3D20,480,0.061111111
10/26/2015,81180,K3D20,360,0.039444443
10/26/2015,81360,K3D20,400,0.046666667
10/26/2015,81540,K3D20,440,0.056111112
10/26/2015,81720,K3D20,320,0.033888888
10/26/2015,81900,K3D20,440,0.050000001
10/26/2015,82080,K3D20,360,0.040555555
10/26/2015,82260,K3D20,200,0.02111111
10/26/2015,82440,K3D20,220,0.021666666
10/26/2015,82620,K3D20,220,0.02388889
10/26/2015,82800,K3D20,220,0.024444444
10/26/2015,82980,K3D20,180,0.02
10/26/2015,83160,K3D20,240,0.031666666
10/26/2015,83340,K3D20,320,0.039444443
10/26/2015,83520,K3D20,320,0.037777778
10/26/2015,83700,K3D20,360,0.05111111
10/26/2015,83880,K3D20,560,0.088888891
10/26/2015,84060,K3D20,300,0.039999999
10/26/2015,84240,K3D20,380,0.04222222
10/26/2015,84420,K3D20,220,0.024444444
10/26/2015,84600,K3D20,120,0.011666667
10/26/2015,84780,K3D20,100,0.012222222
10/26/2015,84960,K3D20,200,0.02111111
10/26/2015,85140,K3D20,220,0.025555555
10/26/2015,85320,K3D20,180,0.018888889
10/26/2015,85500,K3D20,120,0.013888889
10/26/2015,85680,K3D20,200,0.025
10/26/2015,85860,K3D20,300,0.035555556
10/26/2015,86040,K3D20,160,0.017777778
10/26/2015,86220,K3D20,240,0.032222223
